recruitment_id,department,job_title,num_applicants,time_to_hire_days,cost_per_hire,source,offer_acceptance_rate,source_group,job_level,applicants_per_day,cost_per_day,cost_per_applicant,applicants_efficiency,efficiency_ratio,acceptance_efficiency,high_cost_flag,long_hire_flag,dept_efficiency,cost_index,source_success,is_efficient,high_acceptance,log1p_time_to_hire_days,log1p_cost_per_hire,process_efficiency,cost_intensity,engagement_score,complexity_flag,salary_fit,employer_brand_score,job_match_score,interview_experience
1139,Sales,Account Executive,74,37,1469.1,Linkedin,0.4,External,Entry,2.0,39.7054054054054,19.8527027027027,1.9473684210526316,0.0013604516699544,0.0002720903339908,0,0,1.2786420566908372,0.2947807104667768,0.6457707203718048,1,0,3.6375861597263857,7.29308570466992,0.001,19.588,0.001,0,0.5,0.5,0.5,0.5
1140,Finance,Finance Manager,184,65,1477.06,Referral,0.64,Internal,Executive,2.830769230769231,22.724,8.0275,2.787878787878788,0.001915192367542,0.0004330000135312,0,1,0.7416994420561602,0.2848748374647111,0.6462861610633307,0,0,4.189654742026425,7.298485696083365,0.001,7.984,0.001,1,0.5,0.5,0.5,0.5
1141,Finance,Accountant,96,42,905.91,Job Portal,0.89,External,Entry,2.2857142857142856,21.569285714285712,9.4365625,2.2325581395348837,0.0025203319907314,0.000981354268891,0,0,1.1478681841345335,0.1747193506070548,0.6534822167080231,1,1,3.7612001156935624,6.810043216966773,0.002,9.339,0.002,0,0.5,0.5,0.5,0.5
1142,Sales,Business Development Manager,242,89,4297.05,Recruiter,0.77,Agency,Executive,2.7191011235955056,48.28146067415731,17.756404958677688,2.688888888888889,0.0006326359915765,0.0001791510103418,0,1,0.5315702932310222,0.8622200339740409,0.6583210483210483,0,1,4.499809670330265,8.36591671045261,0.0,17.683,0.0,1,0.5,0.5,0.5,0.5
1143,Finance,Financial Analyst,282,65,8711.3,Job Portal,0.73,External,Mid,4.338461538461538,134.01999999999998,30.89113475177305,4.2727272727272725,0.0004979697139058,8.378958483982416e-05,1,1,0.7416994420561602,1.680114668061106,0.6534822167080231,0,1,4.189654742026425,9.072491099281624,0.0,30.782,0.0,1,0.5,0.5,0.5,0.5
1144,Sales,Account Executive,236,80,7550.41,Referral,0.84,Internal,Entry,2.95,94.380125,31.993262711864407,2.9135802469135803,0.0003906555199624,0.0001112375039893,1,1,0.5913719512195122,1.5150195521853218,0.6462861610633307,0,1,4.394449154672439,8.92948957977342,0.0,31.858,0.0,0,0.5,0.5,0.5,0.5
1145,Finance,Payroll Specialist,118,23,7703.56,Recruiter,0.86,Agency,Mid,5.130434782608695,334.93739130434784,65.28440677966103,4.916666666666667,0.000665895882777,0.0001116222081468,1,0,2.096107118854366,1.4857557600230524,0.6583210483210483,0,1,3.1780538303479458,8.94956764034815,0.001,64.736,0.0,1,0.5,0.5,0.5,0.5
1146,Engineering,Backend Developer,121,77,951.18,Recruiter,0.73,Agency,Mid,1.5714285714285714,12.352987012987011,7.86099173553719,1.551282051282051,0.0016503482234751,0.0007666617656325,0,1,0.6217593116721385,0.1806417837271411,0.6583210483210483,0,1,4.356708826689592,6.8587540925490735,0.001,7.797,0.001,1,0.5,0.5,0.5,0.5
1147,Engineering,DevOps Engineer,78,65,6496.15,Linkedin,0.81,External,Mid,1.2,99.94076923076922,83.28397435897435,1.181818181818182,0.0001846963668685,0.0001246700476362,1,1,0.7365456461346872,1.233705632329389,0.6457707203718048,0,1,4.189654742026425,8.7791188981929,0.0,82.23,0.0,1,0.5,0.5,0.5,0.5
1148,Engineering,Data Engineer,230,20,3970.86,Linkedin,0.49,External,Mid,11.5,198.543,17.264608695652175,10.952380952380953,0.0028953689203546,0.0001233678931281,0,0,2.3937733499377334,0.7541193394843833,0.6457707203718048,1,0,3.044522437723423,8.286989777816792,0.001,17.19,0.002,1,0.5,0.5,0.5,0.5
1149,HR,HR Manager,196,21,9830.54,Job Portal,0.79,External,Executive,9.333333333333334,468.1209523809524,50.15581632653062,8.909090909090908,0.0009493256736313,8.0353637375223e-05,1,0,2.180033896451807,1.889326087159955,0.6534822167080231,0,1,3.091042453358316,9.19335086414649,0.001,49.901,0.001,1,0.5,0.5,0.5,0.5
1150,Sales,Account Executive,98,74,2463.36,Referral,0.38,Internal,Entry,1.3243243243243243,33.28864864864865,25.136326530612248,1.3066666666666666,0.0005373907725836,0.0001541982502556,0,1,0.6393210283454186,0.4942829017326522,0.6462861610633307,0,0,4.31748811353631,7.809687417877379,0.0,24.882,0.0,0,0.5,0.5,0.5,0.5
1151,Engineering,Data Engineer,166,31,2566.05,Job Portal,0.65,External,Mid,5.354838709677419,82.77580645161291,15.458132530120483,5.1875,0.0020859892521288,0.0002532089363276,0,0,1.5443699031856344,0.4873271611398794,0.6534822167080231,1,1,3.4657359027997265,7.8505126586713185,0.001,15.366,0.001,1,0.5,0.5,0.5,0.5
1152,Finance,Financial Analyst,108,84,1647.55,Job Portal,0.9,External,Mid,1.2857142857142858,19.613690476190477,15.255092592592591,1.2705882352941176,0.0007799061512931,0.0005459343059051,0,1,0.5739340920672669,0.3177565829857858,0.6534822167080231,0,1,4.442651256490317,7.407651392655401,0.001,15.115,0.001,1,0.5,0.5,0.5,0.5
1153,Sales,Sales Representative,122,48,6239.45,Recruiter,0.61,Agency,Entry,2.5416666666666665,129.98854166666666,51.14303278688524,2.489795918367347,0.0004072890042651,9.774936102364411e-05,1,1,0.9856199186991872,1.2519702565665582,0.6583210483210483,0,0,3.8918202981106265,8.738807574147899,0.0,50.727,0.0,0,0.5,0.5,0.5,0.5
1154,Sales,Sales Associate,146,15,5346.74,Job Portal,0.5,External,Entry,9.733333333333333,356.4493333333333,36.62150684931507,9.125,0.0018200834994471,9.34974400400917e-05,1,0,3.1539837398373987,1.0728444734062583,0.6534822167080231,0,0,2.772588722239781,8.584429320734863,0.001,36.372,0.001,0,0.5,0.5,0.5,0.5
1155,Finance,Accountant,275,23,3150.18,Referral,0.73,Internal,Entry,11.956521739130435,136.96434782608694,11.4552,11.458333333333334,0.0037942998302637,0.000231659251455,0,0,2.096107118854366,0.6075630072472232,0.6462861610633307,1,1,3.1780538303479458,8.055532264848031,0.003,11.414,0.002,0,0.5,0.5,0.5,0.5
1156,Product,Product Analyst,88,37,6271.09,Job Portal,0.41,External,Mid,2.3783783783783785,169.48891891891893,71.26238636363637,2.3157894736842106,0.0003792002950178,6.536895994795992e-05,1,0,1.2503322995126274,1.1849013173350142,0.6534822167080231,0,0,3.6375861597263857,8.743864911417086,0.0,70.462,0.0,1,0.5,0.5,0.5,0.5
1157,Product,UI Designer,29,24,5065.81,Linkedin,0.46,External,Mid,1.2083333333333333,211.07541666666668,174.6831034482759,1.16,0.0002384800956288,9.078690537044018e-05,0,0,1.9275956284153004,0.9571677240111192,0.6457707203718048,1,0,3.218875824868201,8.530466707239803,0.0,168.86,0.0,1,0.5,0.5,0.5,0.5
1158,Marketing,Social Media Manager,191,21,5575.58,Linkedin,0.48,External,Executive,9.095238095238097,265.50380952380954,29.19151832460733,8.681818181818182,0.0016309706119589,8.60742605683053e-05,1,0,2.2776701309377017,1.040227249282829,0.6457707203718048,0,0,3.091042453358316,8.626330964247588,0.001,29.039,0.001,1,0.5,0.5,0.5,0.5
1159,Sales,Business Development Manager,240,39,3288.72,Recruiter,0.56,Agency,Executive,6.153846153846154,84.32615384615384,13.703,6.0,0.0018706291580578,0.0001702272533832,0,0,1.2130706691682305,0.6598946417032865,0.6583210483210483,1,0,3.688879454113936,8.098557733754685,0.001,13.646,0.001,1,0.5,0.5,0.5,0.5
1160,Product,Product Manager,284,84,6401.76,Linkedin,0.6,External,Executive,3.380952380952381,76.21142857142857,22.541408450704225,3.3411764705882354,0.0005280460896476,9.3709587740287e-05,1,1,0.5507416081186572,1.2095909733814378,0.6457707203718048,0,0,4.442651256490317,8.764484426386208,0.0,22.462,0.0,1,0.5,0.5,0.5,0.5
1161,Product,Product Manager,108,44,9109.06,Referral,0.87,Internal,Executive,2.4545454545454546,207.0240909090909,84.34314814814815,2.4,0.0002694324136773,9.549882218119312e-05,1,0,1.0514157973174365,1.7211261827981554,0.6462861610633307,0,1,3.80666248977032,9.11713457640136,0.0,83.569,0.0,1,0.5,0.5,0.5,0.5
1162,HR,Recruitment Specialist,244,76,1954.9,Linkedin,0.49,External,Mid,3.210526315789474,25.722368421052632,8.01188524590164,3.168831168831169,0.0016414572911649,0.000250524055422,0,1,0.602377787177473,0.3757111580634427,0.6457707203718048,0,0,4.343805421853684,7.578605724543472,0.001,7.979,0.001,1,0.5,0.5,0.5,0.5
1163,HR,Recruitment Specialist,45,32,701.63,Recruiter,0.68,Agency,Mid,1.40625,21.9259375,15.591777777777777,1.3636363636363635,0.0020014089919303,0.0009677924369867,0,0,1.4306472445464984,0.134845884614074,0.6583210483210483,1,1,3.49650756146648,6.554830437468419,0.001,15.253,0.001,1,0.5,0.5,0.5,0.5
1164,Marketing,Social Media Manager,295,62,8593.71,Recruiter,0.48,Agency,Executive,4.758064516129032,138.6082258064516,29.13122033898305,4.682539682539683,0.0005536038465671,5.5848306690976195e-05,1,1,0.7714689153176086,1.6033150478397475,0.6583210483210483,0,0,4.143134726391533,9.058902176700895,0.0,29.033,0.0,1,0.5,0.5,0.5,0.5
1165,Engineering,Software Engineer,294,25,8079.8,Recruiter,0.48,Agency,Mid,11.76,323.192,27.482312925170067,11.307692307692308,0.0014553014553014,5.940005940005939e-05,1,0,1.9150186799501867,1.5344619148410974,0.6583210483210483,0,0,3.258096538021482,8.997246156514974,0.001,27.389,0.001,1,0.5,0.5,0.5,0.5
1166,Product,UI Designer,243,29,2824.51,Referral,0.57,Internal,Mid,8.379310344827585,97.39689655172414,11.623497942386832,8.1,0.002965592174449,0.0002017334923606,0,0,1.5952515545505934,0.5336816438331967,0.6462861610633307,1,0,3.4011973816621555,7.946444158260237,0.002,11.576,0.002,1,0.5,0.5,0.5,0.5
1167,Engineering,DevOps Engineer,210,56,8357.73,Recruiter,0.32,Agency,Mid,3.75,149.24517857142857,39.79871428571428,3.6842105263157894,0.0004486327468407,3.828332773040881e-05,1,1,0.8549190535491905,1.5872445332217238,0.6583210483210483,0,0,4.04305126783455,9.031061780663068,0.0,39.61,0.0,1,0.5,0.5,0.5,0.5
1168,Sales,Business Development Manager,197,32,6949.91,Linkedin,0.8,External,Executive,6.15625,217.1846875,35.278730964467,5.96969696969697,0.0008856754007748,0.0001150928439585,1,0,1.4784298780487806,1.394526858267073,0.6457707203718048,0,1,3.49650756146648,8.846627865239364,0.001,35.101,0.001,1,0.5,0.5,0.5,0.5
1169,Finance,Financial Analyst,236,81,8083.3,Linkedin,0.31,External,Mid,2.9135802469135803,99.79382716049383,34.251271186440675,2.8780487804878048,0.0003603998177842,3.834592976510026e-05,1,1,0.5951909102919805,1.5589947420406072,0.6457707203718048,0,0,4.406719247264253,8.997679188176354,0.0,34.107,0.0,1,0.5,0.5,0.5,0.5
1170,Sales,Business Development Manager,63,83,9177.69,Linkedin,0.54,External,Executive,0.7590361445783133,110.574578313253,145.67761904761906,0.75,8.26954766506237e-05,5.883192481715801e-05,1,1,0.5699970614163973,1.8415397036579084,0.6457707203718048,0,0,4.430816798843313,9.12463977190665,0.0,143.401,0.0,1,0.5,0.5,0.5,0.5
1171,Marketing,Marketing Specialist,170,55,4083.25,Job Portal,0.49,External,Mid,3.090909090909091,74.24090909090908,24.019117647058824,3.0357142857142856,0.0007567874373285,0.0001199730672706,0,1,0.8696558681762133,0.7618055728075127,0.6534822167080231,0,0,4.02535169073515,8.314893391906619,0.0,23.879,0.0,1,0.5,0.5,0.5,0.5
1172,Engineering,Data Engineer,34,48,8135.18,Referral,0.99,Internal,Mid,0.7083333333333334,169.48291666666668,239.27,0.6938775510204082,8.705969304186158e-05,0.000121678723922,1,1,0.9974055624740557,1.5449793163663703,0.6462861610633307,0,1,3.8918202981106265,9.004076061377472,0.0,232.434,0.0,1,0.5,0.5,0.5,0.5
1173,HR,HR Coordinator,176,29,7271.9,Job Portal,0.73,External,Entry,6.068965517241379,250.7551724137931,41.31761363636363,5.866666666666666,0.0008344629401258,0.0001003726161503,1,0,1.5786452353616534,1.397582469856028,0.6534822167080231,0,1,3.4011973816621555,8.891910390575621,0.001,41.084,0.001,0,0.5,0.5,0.5,0.5
1174,Sales,Sales Representative,18,62,6008.47,Recruiter,0.37,Agency,Entry,0.2903225806451613,96.91080645161291,333.8038888888889,0.2857142857142857,4.831084615534503e-05,6.156948948908972e-05,1,1,0.7630605822187254,1.205623208371326,0.6583210483210483,0,0,4.143134726391533,8.701091837284535,0.0,316.235,0.0,0,0.5,0.5,0.5,0.5
1175,Marketing,SEO Analyst,251,57,9423.73,Recruiter,0.96,Agency,Mid,4.4035087719298245,165.32859649122807,37.544741035856575,4.327586206896552,0.0004672291696345,0.0001018596819219,1,1,0.8391416271875743,1.7581705824118878,0.6583210483210483,0,1,4.060443010546419,9.15109236469102,0.0,37.396,0.0,1,0.5,0.5,0.5,0.5
1176,Product,Product Analyst,49,45,6800.58,Job Portal,0.46,External,Mid,1.0888888888888888,151.124,138.7873469387755,1.065217391304348,0.0001600935207538,6.763134448172337e-05,1,0,1.0280510018214934,1.2849466680660222,0.6534822167080231,0,0,3.828641396489095,8.82491021711561,0.0,136.012,0.0,1,0.5,0.5,0.5,0.5
1177,Product,UX Designer,175,21,6072.52,Recruiter,0.86,Agency,Mid,8.333333333333334,289.16761904761904,34.700114285714285,7.954545454545454,0.0013720763796502,0.0001415982823799,1,0,2.202966432474629,1.147382185161307,0.6583210483210483,0,1,3.091042453358316,8.71169361712906,0.001,34.503,0.001,1,0.5,0.5,0.5,0.5
1178,Sales,Account Executive,215,73,6030.21,Recruiter,1.0,Agency,Entry,2.9452054794520546,82.60561643835617,28.047488372093024,2.9054054054054053,0.0004883274632208,0.0001658042084424,1,1,0.6480788506515203,1.2099854251336617,0.6583210483210483,0,1,4.30406509320417,8.70470293294095,0.0,27.918,0.0,0,0.5,0.5,0.5,0.5
1179,Engineering,Software Engineer,120,78,6216.01,Recruiter,0.99,Agency,Mid,1.5384615384615383,79.6924358974359,51.80008333333333,1.518987341772152,0.0002474600392248,0.0001592405352412,1,1,0.6137880384455726,1.1805033054371905,0.6583210483210483,0,1,4.3694478524670215,8.735044362760886,0.0,51.372,0.0,1,0.5,0.5,0.5,0.5
1180,Finance,Financial Analyst,240,48,9018.38,Referral,0.85,Internal,Mid,5.0,187.88291666666663,37.57658333333333,4.8979591836734695,0.0005543618297488,9.424151105730106e-05,1,1,1.004384661117717,1.7393399974916397,0.6462861610633307,0,1,3.8918202981106265,9.107130874552324,0.0,37.421,0.0,1,0.5,0.5,0.5,0.5
1181,Product,UX Designer,58,54,3207.31,Recruiter,1.0,Agency,Mid,1.0740740740740742,59.39462962962963,55.29844827586207,1.0545454545454545,0.000334778769531,0.0003116905785288,0,1,0.856709168184578,0.6060104135169109,0.6583210483210483,0,1,4.007333185232471,8.073499597734155,0.0,54.361,0.0,1,0.5,0.5,0.5,0.5
1182,HR,Recruitment Specialist,200,53,7218.46,Job Portal,0.43,External,Mid,3.7735849056603774,136.19735849056605,36.0923,3.703703703703704,0.0005226962827774,5.9561241422488664e-05,1,1,0.8637870155752443,1.3873118655862902,0.6534822167080231,0,0,3.9889840465642745,8.884535436846026,0.0,35.913,0.0,1,0.5,0.5,0.5,0.5
1183,Marketing,Marketing Specialist,66,52,2455.62,Job Portal,0.83,External,Mid,1.2692307692307692,47.223461538461535,37.20636363636363,1.2452830188679245,0.0005166573459593,0.000337862591691,0,1,0.9198283221094564,0.458141186725668,0.6534822167080231,0,1,3.970291913552122,7.806541700405404,0.0,36.651,0.0,1,0.5,0.5,0.5,0.5
1184,Engineering,Software Engineer,83,48,3033.02,Linkedin,0.73,External,Mid,1.7291666666666667,63.187916666666666,36.54240963855422,1.6938775510204085,0.0005699259288556,0.0002406048740614,0,1,0.9974055624740557,0.5760109998949658,0.6457707203718048,0,1,3.8918202981106265,8.017643751844561,0.0,36.107,0.0,1,0.5,0.5,0.5,0.5
1185,Product,Product Analyst,116,44,6721.09,Recruiter,0.82,Agency,Mid,2.636363636363636,152.75204545454545,57.94043103448275,2.577777777777778,0.0003921940403005,0.0001219858704658,1,0,1.0514157973174365,1.2699273005055247,0.6583210483210483,0,1,3.80666248977032,8.81315439706778,0.0,57.445,0.0,1,0.5,0.5,0.5,0.5
1186,HR,Recruitment Specialist,140,55,5415.74,Referral,0.47,Internal,Mid,2.5454545454545454,98.468,38.68385714285714,2.5,0.000469923707886,8.676805606324098e-05,1,1,0.8323765786452354,1.0408480981996568,0.6462861610633307,0,0,4.02535169073515,8.597249437459668,0.0,38.41,0.0,1,0.5,0.5,0.5,0.5
1187,Product,Product Manager,242,77,9100.72,Linkedin,0.94,External,Executive,3.142857142857143,118.19116883116882,37.60628099173553,3.102564102564102,0.0003453036506129,0.0001032771827742,1,1,0.6008090270385352,1.719550367910062,0.6457707203718048,0,1,4.356708826689592,9.116218685633626,0.0,37.452,0.0,1,0.5,0.5,0.5,0.5
1188,Engineering,Data Engineer,295,60,6777.51,Recruiter,0.42,Agency,Mid,4.916666666666667,112.9585,22.974610169491527,4.836065573770492,0.0007253314764847,6.196051934717216e-05,1,1,0.7979244499792445,1.2871396535130433,0.6583210483210483,0,0,4.110873864173311,8.821512592770993,0.0,22.897,0.0,1,0.5,0.5,0.5,0.5
1189,Engineering,DevOps Engineer,236,55,4346.06,Referral,0.39,Internal,Mid,4.290909090909091,79.01927272727274,18.41550847457627,4.214285714285714,0.0009870830149363,8.971580792535645e-05,0,1,0.870463036340994,0.825374829774784,0.6462861610633307,0,0,4.02535169073515,8.377255033516034,0.0,18.338,0.001,1,0.5,0.5,0.5,0.5
1190,Sales,Business Development Manager,137,25,1781.19,Job Portal,0.93,External,Executive,5.48,71.2476,13.001386861313868,5.269230769230769,0.0030748685605911,0.0005218298834579,0,0,1.8923902439024392,0.3574028001336316,0.6534822167080231,1,1,3.258096538021482,7.485598224120346,0.003,12.907,0.002,1,0.5,0.5,0.5,0.5
1191,HR,HR Coordinator,195,9,1293.01,Referral,0.82,Internal,Entry,21.666666666666668,143.6677777777778,6.630820512820513,19.5,0.0167438170235675,0.0006336890750457,0,0,5.08674575838755,0.2485028822382792,0.6462861610633307,1,1,2.302585092994046,7.165501203006255,0.012,6.597,0.011,0,0.5,0.5,0.5,0.5
1192,Finance,Payroll Specialist,36,49,5221.69,Recruiter,0.72,Agency,Mid,0.7346938775510204,106.56510204081631,145.04694444444442,0.72,0.0001406734609082,0.0001378599916901,1,1,0.9838870149724576,1.0070871122643,0.6583210483210483,0,1,3.912023005428146,8.560767873812509,0.0,141.127,0.0,1,0.5,0.5,0.5,0.5
1193,Engineering,Software Engineer,70,81,5976.06,Recruiter,0.82,Agency,Mid,0.8641975308641975,73.77851851851852,85.37228571428572,0.8536585365853658,0.0001445857212181,0.0001371911943329,1,1,0.5910551481327737,1.134933596228284,0.6583210483210483,0,1,4.406719247264253,8.695684087254712,0.0,84.17,0.0,1,0.5,0.5,0.5,0.5
1194,Finance,Finance Manager,92,51,5090.13,Referral,0.31,Internal,Executive,1.803921568627451,99.8064705882353,55.3275,1.7692307692307692,0.0003543263614614,6.0890214942458744e-05,0,1,0.9453032104637336,0.9817136449597512,0.6462861610633307,0,0,3.951243718581427,8.535255088834615,0.0,54.733,0.0,1,0.5,0.5,0.5,0.5
1195,Product,Product Analyst,255,40,4617.99,Job Portal,0.89,External,Mid,6.375,115.44975,18.109764705882352,6.219512195121951,0.001380171855752,0.0001926828159402,0,0,1.1565573770491802,0.8725536444924125,0.6534822167080231,1,1,3.713572066704308,8.43793134545749,0.001,18.039,0.001,1,0.5,0.5,0.5,0.5
1196,Finance,Accountant,154,48,5675.22,Recruiter,0.34,Agency,Entry,3.2083333333333335,118.23375,36.852077922077925,3.142857142857143,0.0005652235701458,5.989901730376906e-05,1,1,1.004384661117717,1.0945576855892636,0.6583210483210483,0,0,3.8918202981106265,8.644040797218718,0.0,36.614,0.0,0,0.5,0.5,0.5,0.5
1197,Engineering,DevOps Engineer,269,87,4426.96,Recruiter,0.66,Agency,Mid,3.0919540229885056,50.884597701149424,16.457100371747213,3.0568181818181817,0.0006982795741127,0.0001490528369723,0,1,0.5502927241236168,0.8407388200852676,0.6583210483210483,0,1,4.477336814478207,8.395694260364058,0.0,16.396,0.0,1,0.5,0.5,0.5,0.5
1198,Sales,Business Development Manager,237,61,1101.66,Job Portal,0.32,External,Executive,3.885245901639344,18.06,4.648354430379747,3.8225806451612905,0.0035235212138277,0.0002902073168519,0,1,0.7755697720911636,0.2210524249491725,0.6534822167080231,0,0,4.127134385045092,7.005480721507982,0.001,4.629,0.002,1,0.5,0.5,0.5,0.5
1199,Marketing,SEO Analyst,158,86,1880.44,Linkedin,0.83,External,Mid,1.837209302325581,21.865581395348837,11.901518987341772,1.8160919540229885,0.0009764910400148,0.0004411514584573,0,1,0.5561752645312993,0.3508307527900959,0.6457707203718048,0,1,4.465908118654584,7.539792720075106,0.001,11.827,0.001,1,0.5,0.5,0.5,0.5
1200,Marketing,Social Media Manager,276,42,1607.2,Linkedin,0.49,External,Executive,6.571428571428571,38.266666666666666,5.823188405797102,6.4186046511627906,0.0040862010766251,0.0003046884715831,0,0,1.1388350654688508,0.2998527929017901,0.6457707203718048,1,0,3.7612001156935624,7.382870820114048,0.002,5.802,0.003,1,0.5,0.5,0.5,0.5
1201,Engineering,Backend Developer,283,43,3783.92,Job Portal,0.61,External,Mid,6.5813953488372094,87.99813953488372,13.370742049469966,6.431818181818182,0.0017388466199648,0.0001611658898999,0,0,1.1133829534594109,0.7186169371525936,0.6534822167080231,1,0,3.784189633918261,8.23878002958477,0.001,13.324,0.001,1,0.5,0.5,0.5,0.5
1202,Product,UI Designer,282,68,1182.34,Linkedin,0.99,External,Mid,4.147058823529412,17.38735294117647,4.192695035460993,4.086956521739131,0.0035045370084079,0.0008366150049858,0,1,0.680327868852459,0.2233991576484918,0.6457707203718048,0,1,4.23410650459726,7.076096227588299,0.003,4.178,0.002,1,0.5,0.5,0.5,0.5
1203,Sales,Sales Associate,43,14,3422.12,Referral,0.83,Internal,Entry,3.0714285714285716,244.43714285714285,79.58418604651162,2.8666666666666667,0.0008972599766962,0.0002424688588188,0,0,3.379268292682927,0.6866618779542347,0.6462861610633307,1,1,2.70805020110221,8.138307694883277,0.001,77.775,0.001,0,0.5,0.5,0.5,0.5
1204,Marketing,Marketing Specialist,197,30,1351.97,Linkedin,0.38,External,Mid,6.566666666666666,45.065666666666665,6.862791878172589,6.354838709677419,0.004853519787332,0.0002808635816019,0,0,1.594369091656391,0.2522349305745602,0.6457707203718048,1,0,3.4339872044851463,7.210057454975963,0.002,6.828,0.003,1,0.5,0.5,0.5,0.5
1205,Engineering,DevOps Engineer,124,15,5541.22,Job Portal,0.97,External,Mid,8.266666666666667,369.4146666666667,44.68725806451613,7.75,0.0014915803895671,0.0001750201182919,1,0,3.191697799916978,1.052351673526051,0.6534822167080231,0,1,2.772588722239781,8.620150421495364,0.001,44.33,0.001,1,0.5,0.5,0.5,0.5
1206,HR,Talent Acquisition,75,28,9238.64,Recruiter,0.63,Agency,Mid,2.6785714285714284,329.95142857142855,123.18186666666666,2.586206896551724,0.0002898999775501,6.818447471979429e-05,1,0,1.6350254223388554,1.7755691510211489,0.6583210483210483,0,0,3.367295829986474,9.131258202837769,0.0,121.561,0.0,1,0.5,0.5,0.5,0.5
1207,Engineering,DevOps Engineer,25,45,6818.61,Recruiter,0.89,Agency,Mid,0.5555555555555556,151.52466666666666,272.7444,0.5434782608695652,8.146441740151644e-05,0.0001305059966772,1,0,1.0638992666389926,1.294945092348159,0.6583210483210483,0,1,3.828641396489095,8.827557564451665,0.0,262.254,0.0,1,0.5,0.5,0.5,0.5
1208,Engineering,Backend Developer,173,38,1295.82,Recruiter,0.39,Agency,Mid,4.552631578947368,34.10052631578947,7.49028901734104,4.435897435897436,0.0035106117880256,0.0003007356456562,0,0,1.259880710493544,0.2460935219299228,0.6583210483210483,1,0,3.6635616461296463,7.1676703928811945,0.001,7.447,0.002,1,0.5,0.5,0.5,0.5
1209,Finance,Financial Analyst,277,47,994.37,Job Portal,0.38,External,Mid,5.8936170212765955,21.1568085106383,3.589783393501805,5.770833333333333,0.005921031396643,0.0003817675839135,0,1,1.025754547524477,0.1917802879570124,0.6534822167080231,1,0,3.871201010907891,6.9031145273325425,0.002,3.577,0.004,1,0.5,0.5,0.5,0.5
1210,Finance,Payroll Specialist,82,79,7947.07,Linkedin,0.48,External,Mid,1.0379746835443038,100.59582278481012,96.91548780487804,1.025,0.0001305945573635,6.039201969786376e-05,1,1,0.6102590346031698,1.5327205899358736,0.6457707203718048,0,0,4.382026634673881,8.98068441088003,0.0,95.748,0.0,1,0.5,0.5,0.5,0.5
1211,Sales,Account Executive,92,52,1206.94,Job Portal,0.32,External,Entry,1.7692307692307692,23.210384615384616,13.118913043478262,1.7358490566037736,0.0014646677560398,0.0002649138202228,0,1,0.9098030018761728,0.2421772722692612,0.6534822167080231,0,0,3.970291913552122,7.096671708387048,0.0,12.978,0.001,0,0.5,0.5,0.5,0.5
1212,Marketing,SEO Analyst,61,25,9278.91,Referral,0.73,Internal,Mid,2.44,371.1564,152.1132786885246,2.3461538461538463,0.0002629335844851,7.866455601401306e-05,1,0,1.913242909987669,1.7311517412794606,0.6462861610633307,0,1,3.258096538021482,9.135607127457355,0.0,149.66,0.0,1,0.5,0.5,0.5,0.5
1213,Sales,Business Development Manager,83,27,2565.45,Linkedin,0.43,External,Executive,3.074074074074074,95.01666666666668,30.909036144578312,2.9642857142857144,0.001197792310029,0.0001675466110775,0,0,1.7522131887985548,0.5147676629684791,0.6457707203718048,1,0,3.332204510175204,7.850278900026054,0.0,30.541,0.001,1,0.5,0.5,0.5,0.5
1214,Finance,Accountant,252,33,5128.4,Referral,0.96,Internal,Entry,7.636363636363637,155.4060606060606,20.350793650793648,7.411764705882353,0.0014887440317315,0.0001871563925605,0,0,1.460923143443952,0.9890946315342805,0.6462861610633307,1,1,3.5263605246161616,8.542743972260244,0.001,20.27,0.001,0,0.5,0.5,0.5,0.5
1215,Engineering,Software Engineer,210,11,4799.89,Job Portal,1.0,External,Mid,19.09090909090909,436.3536363636364,22.85661904761905,17.5,0.0039765354113318,0.0002082947120221,0,0,4.35231518170497,0.9115632070628772,0.6534822167080231,1,1,2.4849066497880004,8.476556596375103,0.004,22.748,0.003,1,0.5,0.5,0.5,0.5
1216,Finance,Payroll Specialist,102,17,8094.65,Linkedin,0.94,External,Mid,6.0,476.15588235294115,79.3593137254902,5.666666666666667,0.0007411387597042,0.0001161117390203,1,0,2.8359096313912007,1.561183772550691,0.6457707203718048,0,1,2.8903717578961645,8.999082159367454,0.001,78.589,0.0,1,0.5,0.5,0.5,0.5
1217,Engineering,Software Engineer,101,47,3842.29,Linkedin,0.49,External,Mid,2.148936170212766,81.75085106382978,38.04247524752475,2.1041666666666665,0.0005591397397055,0.0001274949327269,0,1,1.0186269574203122,0.7297021796052873,0.6457707203718048,1,0,3.871201010907891,8.25408404959648,0.0,37.67,0.0,1,0.5,0.5,0.5,0.5
1218,Sales,Account Executive,61,41,3314.97,Linkedin,0.6,External,Entry,1.4878048780487805,80.85292682926828,54.34377049180328,1.4523809523809523,0.0004486786304003,0.0001809425296368,0,0,1.1538964901844142,0.665161807757165,0.6457707203718048,1,0,3.737669618283368,8.106505469169628,0.0,53.467,0.0,0,0.5,0.5,0.5,0.5
